,UID,VRTN_ID,CANDIDATE_EPID,Aspect,value,score,original_score,logit,ITEM_SENTENCE,score_difference,Item,Candidate product
464,226216000000,,17053395177,nickname,['Daisy'],0.42,0.2,0.16,[TITLE_TXT] Nike Air Max [brand] Nike [color] Gray [department] Unisex Adults [model] Nike Air Max [nickname] Daisy [product_line] Nike Air [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.214,https://matchingdashboard.vip.ebay.com/?itemId=226216000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=17053395177
465,226228683096,525382587986,5064990648,style_code,['DV7775-001'],0.96,0.22,0.93,[TITLE_TXT] Nike Tanjun Flyease Black White Easy On Sneakers 13 [brand] Nike [style_code] DV7775-001 [color] Black [department] Men [model] Nike Tanjun [product_line] Nike FlyEase [release_year] 2023 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [theme] Colorful,0.74,https://matchingdashboard.vip.ebay.com/?itemId=226228683096&var=525382587986,https://matchingdashboard.vip.ebay.com/getProduct?epid=5064990648
466,226228683096,525382587986,5064990648,manufacturer_color,['Black/Volt/Black/White'],0.62,0.22,0.42,[TITLE_TXT] Nike Tanjun Flyease Black White Easy On Sneakers 13 [brand] Nike [color] Black [manufacturer_color] Black/Volt/Black/White [department] Men [model] Nike Tanjun [product_line] Nike FlyEase [release_year] 2023 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [theme] Colorful,0.401,https://matchingdashboard.vip.ebay.com/?itemId=226228683096&var=525382587986,https://matchingdashboard.vip.ebay.com/getProduct?epid=5064990648
467,226228683096,525382587986,5064990648,nickname,['Black White'],0.25,0.22,0.09,[TITLE_TXT] Nike Tanjun Flyease Black White Easy On Sneakers 13 [brand] Nike [color] Black [department] Men [model] Nike Tanjun [nickname] Black White [product_line] Nike FlyEase [release_year] 2023 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [theme] Colorful,0.022,https://matchingdashboard.vip.ebay.com/?itemId=226228683096&var=525382587986,https://matchingdashboard.vip.ebay.com/getProduct?epid=5064990648
468,226228683096,525382587986,5064990648,upper_material,['Mesh'],0.27,0.22,0.12,[TITLE_TXT] Nike Tanjun Flyease Black White Easy On Sneakers 13 [brand] Nike [color] Black [department] Men [model] Nike Tanjun [product_line] Nike FlyEase [release_year] 2023 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [theme] Colorful [upper_material] Mesh,0.042,https://matchingdashboard.vip.ebay.com/?itemId=226228683096&var=525382587986,https://matchingdashboard.vip.ebay.com/getProduct?epid=5064990648
469,226250000000,,5062808713,style_code,['1A9V-WHITE-GREEN'],0.96,0.45,0.95,[TITLE_TXT] Nike Air Force 1 Green x Louis Vuitton “Virgil” [brand] Nike [style_code] 1A9V-WHITE-GREEN [collaboration] Louis Vuitton [color] Green [department] Men [model] Nike Air Force 1 [product_line] Nike Air Force [release_year] 2022 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top [upper_material] Suede,0.513,https://matchingdashboard.vip.ebay.com/?itemId=226250000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=5062808713
470,226250000000,,5062808713,manufacturer_color,['White/Gym Green'],0.81,0.45,0.58,[TITLE_TXT] Nike Air Force 1 Green x Louis Vuitton “Virgil” [brand] Nike [collaboration] Louis Vuitton [color] Green [manufacturer_color] White/Gym Green [department] Men [model] Nike Air Force 1 [product_line] Nike Air Force [release_year] 2022 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top [upper_material] Suede,0.361,https://matchingdashboard.vip.ebay.com/?itemId=226250000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=5062808713
471,226250000000,,5062808713,nickname,['White Gym Green'],0.78,0.45,0.55,[TITLE_TXT] Nike Air Force 1 Green x Louis Vuitton “Virgil” [brand] Nike [collaboration] Louis Vuitton [color] Green [department] Men [model] Nike Air Force 1 [nickname] White Gym Green [product_line] Nike Air Force [release_year] 2022 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top [upper_material] Suede,0.337,https://matchingdashboard.vip.ebay.com/?itemId=226250000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=5062808713
472,226260000000,,27055458151,manufacturer_color,['Stealth/White/Cool Grey'],0.02,0.06,0,"[TITLE_TXT] Nike Mens New Balance Two WXY V3 Triple Black Size 11 BB2WYTK3 sneaker [brand] Nike [style_code] BB2WYTK3 [color] Black [manufacturer_color] Stealth/White/Cool Grey [department] Men [model] New Balance Two WXY v3 [nickname] Triple Black [performance/activity] Track & Field, Gym & Training, Weightlifting, Baseball, Cross Training, CrossFit, Lacrosse, Basketball, Football, Bodybuilding, Running & Jogging, Boxing [product_line] New Balance 2 WXY V3 [release_year] 2022 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Mid Top",-0.047,https://matchingdashboard.vip.ebay.com/?itemId=226260000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=27055458151
473,233579000000,,14053392873,style_code,['CG5129'],0.99,0.15,0.99,[TITLE_TXT] Adidas Matchcourt Mens 11.5 Black Leather / Suede  NEW hamburg spezial trimm [brand] adidas [style_code] CG5129 [color] Black [department] Men [model] adidas Matchcourt [nickname] Black Leather [performance/activity] Skateboarding [product_line] adidas Matchcourt [style] Skate Shoes [type] Athletic [leaf_categ_id] 15709 [shoe_width] D [upper_material] Leather / Suede,0.843,https://matchingdashboard.vip.ebay.com/?itemId=233579000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=14053392873
474,233579000000,,14053392873,manufacturer_color,['Black'],0.14,0.15,0.02,[TITLE_TXT] Adidas Matchcourt Mens 11.5 Black Leather / Suede  NEW hamburg spezial trimm [brand] adidas [color] Black [manufacturer_color] Black [department] Men [model] adidas Matchcourt [nickname] Black Leather [performance/activity] Skateboarding [product_line] adidas Matchcourt [style] Skate Shoes [type] Athletic [leaf_categ_id] 15709 [shoe_width] D [upper_material] Leather / Suede,-0.008,https://matchingdashboard.vip.ebay.com/?itemId=233579000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=14053392873
475,233579000000,,14053392873,shoe_shaft_style,['Low Top'],0.16,0.15,0.04,[TITLE_TXT] Adidas Matchcourt Mens 11.5 Black Leather / Suede  NEW hamburg spezial trimm [brand] adidas [color] Black [department] Men [model] adidas Matchcourt [nickname] Black Leather [performance/activity] Skateboarding [product_line] adidas Matchcourt [style] Skate Shoes [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top [shoe_width] D [upper_material] Leather / Suede,0.017,https://matchingdashboard.vip.ebay.com/?itemId=233579000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=14053392873
476,234660868918,534355257775,25058783003,style_code,['DM0025-100'],0.78,0.4,0.98,[TITLE_TXT] Nike Men's Air Max Vapormax 2021 White/Black/Silver Running Shoes All NEW 9.5 [brand] Nike [style_code] DM0025-100 [color] White [department] Men [model] Nike Air Max VaporMax [product_line] Nike Air Max [release_year] 2021 [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.383,https://matchingdashboard.vip.ebay.com/?itemId=234660868918&var=534355257775,https://matchingdashboard.vip.ebay.com/getProduct?epid=25058783003
477,234660868918,534355257775,25058783003,manufacturer_color,['White/Black/Metallic Silver/Photo Blue'],0.87,0.4,0.94,[TITLE_TXT] Nike Men's Air Max Vapormax 2021 White/Black/Silver Running Shoes All NEW 9.5 [brand] Nike [color] White [manufacturer_color] White/Black/Metallic Silver/Photo Blue [department] Men [model] Nike Air Max VaporMax [product_line] Nike Air Max [release_year] 2021 [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.474,https://matchingdashboard.vip.ebay.com/?itemId=234660868918&var=534355257775,https://matchingdashboard.vip.ebay.com/getProduct?epid=25058783003
478,234660868918,534355257775,25058783003,nickname,['White Photo Blue'],0.85,0.4,0.96,[TITLE_TXT] Nike Men's Air Max Vapormax 2021 White/Black/Silver Running Shoes All NEW 9.5 [brand] Nike [color] White [department] Men [model] Nike Air Max VaporMax [nickname] White Photo Blue [product_line] Nike Air Max [release_year] 2021 [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.449,https://matchingdashboard.vip.ebay.com/?itemId=234660868918&var=534355257775,https://matchingdashboard.vip.ebay.com/getProduct?epid=25058783003
479,234660868918,534355257775,25058783003,upper_material,['FlyKnit'],0.44,0.4,0.56,[TITLE_TXT] Nike Men's Air Max Vapormax 2021 White/Black/Silver Running Shoes All NEW 9.5 [brand] Nike [color] White [department] Men [model] Nike Air Max VaporMax [product_line] Nike Air Max [release_year] 2021 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [upper_material] FlyKnit,0.038,https://matchingdashboard.vip.ebay.com/?itemId=234660868918&var=534355257775,https://matchingdashboard.vip.ebay.com/getProduct?epid=25058783003
480,234712048945,534452306355,13059106736,manufacturer_color,['Black/White'],0.44,0.23,0.33,[TITLE_TXT] (Extra Wide 4E) Under Armour Men’s Charged Pursuit 3 Running Shoes (Pick Size) 11.5 [brand] Under Armour [style_code] 001 [color] Black [manufacturer_color] Black/White [department] Men [model] Charged Pursuit 3 [release_year] 2022 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] Vietnam [shoe_shaft_style] Low Top [shoe_width] EEEE [theme] Sports [upper_material] Synthetic [customized] No,0.213,https://matchingdashboard.vip.ebay.com/?itemId=234712048945&var=534452306355,https://matchingdashboard.vip.ebay.com/getProduct?epid=13059106736
481,234712048945,534452306355,13059106736,nickname,['Black White'],0.45,0.23,0.35,[TITLE_TXT] (Extra Wide 4E) Under Armour Men’s Charged Pursuit 3 Running Shoes (Pick Size) 11.5 [brand] Under Armour [style_code] 001 [color] Black [department] Men [model] Charged Pursuit 3 [nickname] Black White [release_year] 2022 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] Vietnam [shoe_shaft_style] Low Top [shoe_width] EEEE [theme] Sports [upper_material] Synthetic [customized] No,0.215,https://matchingdashboard.vip.ebay.com/?itemId=234712048945&var=534452306355,https://matchingdashboard.vip.ebay.com/getProduct?epid=13059106736
482,235008000000,,6053399049,style_code,['1012 A649-002'],0.94,0.25,0.96,[TITLE_TXT] Asics Gel-Kayano 27 Black Running Shoes Sneakers Women's Size 10 [brand] ASICS [style_code] 1012 A649-002 [color] Black [department] Women [model] ASICS GEL-Kayano [product_line] ASICS GEL [style] Sneaker [type] Athletic [leaf_categ_id] 95672,0.685,https://matchingdashboard.vip.ebay.com/?itemId=235008000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=6053399049
483,235008000000,,6053399049,manufacturer_color,['Black/Black'],0.33,0.25,0.23,[TITLE_TXT] Asics Gel-Kayano 27 Black Running Shoes Sneakers Women's Size 10 [brand] ASICS [color] Black [manufacturer_color] Black/Black [department] Women [model] ASICS GEL-Kayano [product_line] ASICS GEL [style] Sneaker [type] Athletic [leaf_categ_id] 95672,0.073,https://matchingdashboard.vip.ebay.com/?itemId=235008000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=6053399049
484,235008000000,,6053399049,nickname,['Triple Black'],0.55,0.25,0.52,[TITLE_TXT] Asics Gel-Kayano 27 Black Running Shoes Sneakers Women's Size 10 [brand] ASICS [color] Black [department] Women [model] ASICS GEL-Kayano [nickname] Triple Black [product_line] ASICS GEL [style] Sneaker [type] Athletic [leaf_categ_id] 95672,0.298,https://matchingdashboard.vip.ebay.com/?itemId=235008000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=6053399049
485,235161000000,,24059549350,manufacturer_color,['Cobalt Bliss/Fuchsia Dream/Hot Punch/Black'],0.89,0.64,0.74,"[TITLE_TXT] Size 13M- Nike CR7 Zoom Mercurial Superfly 9 Elite Purple Cleats DV2413-405 [brand] Nike [style_code] DV2413-405 [color] Purple [manufacturer_color] Cobalt Bliss/Fuchsia Dream/Hot Punch/Black [department] Men [model] Nike Vapor Edge [nickname] Mercurial [performance/activity] Tennis, Running & Jogging, Soccer, Volleyball, Football, Wrestling, Squash, Bodybuilding, Hiking, Track & Field, Basketball, Gym & Training, Weightlifting, Walking, Baseball [product_line] Nike Mercurial [release_year] 2022 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] China [shoe_shaft_style] Low Top [shoe_width] Standard [theme] Soccer [upper_material] Synthetic [pattern] Dream Speed [occasion] Workwear, Casual, Activewear [customized] Yes",0.251,https://matchingdashboard.vip.ebay.com/?itemId=235161000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=24059549350
486,235162000000,,18053396330,style_code,['BB5300'],0.98,0.15,0.97,[TITLE_TXT] Adidas Hamburg ++++ RARE++++ 9 BLACK SUEDE / RED STRIPE  NEW spezial samba [brand] adidas [style_code] BB5300 [color] Black [department] Men [model] adidas Hamburg [nickname] Red Stripe [product_line] Samba [type] Athletic [leaf_categ_id] 15709 [upper_material] Suede [pattern] Striped,0.834,https://matchingdashboard.vip.ebay.com/?itemId=235162000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18053396330
487,235162000000,,18053396330,manufacturer_color,['Core Black/Red/Footwear White'],0.62,0.15,0.32,[TITLE_TXT] Adidas Hamburg ++++ RARE++++ 9 BLACK SUEDE / RED STRIPE  NEW spezial samba [brand] adidas [color] Black [manufacturer_color] Core Black/Red/Footwear White [department] Men [model] adidas Hamburg [nickname] Red Stripe [product_line] Samba [type] Athletic [leaf_categ_id] 15709 [upper_material] Suede [pattern] Striped,0.473,https://matchingdashboard.vip.ebay.com/?itemId=235162000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18053396330
488,235162000000,,18053396330,release_year,['2017'],0.38,0.15,0.13,[TITLE_TXT] Adidas Hamburg ++++ RARE++++ 9 BLACK SUEDE / RED STRIPE  NEW spezial samba [brand] adidas [color] Black [department] Men [model] adidas Hamburg [nickname] Red Stripe [product_line] Samba [release_year] 2017 [type] Athletic [leaf_categ_id] 15709 [upper_material] Suede [pattern] Striped,0.229,https://matchingdashboard.vip.ebay.com/?itemId=235162000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18053396330
489,235162000000,,18053396330,style,['Sneaker'],0.16,0.15,0.05,[TITLE_TXT] Adidas Hamburg ++++ RARE++++ 9 BLACK SUEDE / RED STRIPE  NEW spezial samba [brand] adidas [color] Black [department] Men [model] adidas Hamburg [nickname] Red Stripe [product_line] Samba [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [upper_material] Suede [pattern] Striped,0.017,https://matchingdashboard.vip.ebay.com/?itemId=235162000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18053396330
490,235162000000,,18053396330,shoe_shaft_style,['Low Top'],0.14,0.15,0.04,[TITLE_TXT] Adidas Hamburg ++++ RARE++++ 9 BLACK SUEDE / RED STRIPE  NEW spezial samba [brand] adidas [color] Black [department] Men [model] adidas Hamburg [nickname] Red Stripe [product_line] Samba [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top [upper_material] Suede [pattern] Striped,-0.003,https://matchingdashboard.vip.ebay.com/?itemId=235162000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18053396330
491,235391000000,,9062555680,style_code,['Fn0234-104'],0.55,0.06,0.08,[TITLE_TXT] Nike Air Zoom Spiridon Cage 2 Stussy Fossil size 7 US Authentic [brand] Nike [style_code] Fn0234-104 [collaboration] Stussy [color] Ivory [department] Unisex Adults [model] Nike Zoom Cage 2 [nickname] Fossil [product_line] Nike Air Zoom Spiridon [style] Sneaker [type] Athletic [leaf_categ_id] 95672,0.484,https://matchingdashboard.vip.ebay.com/?itemId=235391000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=9062555680
492,235391000000,,9062555680,manufacturer_color,['Sail/Light Orewood Brown/Pink Spell/Black'],0.28,0.06,0.01,[TITLE_TXT] Nike Air Zoom Spiridon Cage 2 Stussy Fossil size 7 US Authentic [brand] Nike [collaboration] Stussy [color] Ivory [manufacturer_color] Sail/Light Orewood Brown/Pink Spell/Black [department] Unisex Adults [model] Nike Zoom Cage 2 [nickname] Fossil [product_line] Nike Air Zoom Spiridon [style] Sneaker [type] Athletic [leaf_categ_id] 95672,0.221,https://matchingdashboard.vip.ebay.com/?itemId=235391000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=9062555680
493,235391000000,,9062555680,upper_material,['Mesh'],0.08,0.06,0,[TITLE_TXT] Nike Air Zoom Spiridon Cage 2 Stussy Fossil size 7 US Authentic [brand] Nike [collaboration] Stussy [color] Ivory [department] Unisex Adults [model] Nike Zoom Cage 2 [nickname] Fossil [product_line] Nike Air Zoom Spiridon [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [upper_material] Mesh,0.018,https://matchingdashboard.vip.ebay.com/?itemId=235391000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=9062555680
494,235391000000,,11053388032,manufacturer_color,['Obsidian/White/Racer Blue'],0.85,0.63,0.68,"[TITLE_TXT] Mens Nike Bomba Indoor Soccer Shoes Sz 13 [brand] Nike [style_code] 826485-414 [color] Multicolor [manufacturer_color] Obsidian/White/Racer Blue [department] Men [model] Nike Bomba X IC [performance/activity] Football, Racing, CrossFit, Cross Training, Running & Jogging, School, Soccer, Walking, Gym & Training [product_line] Nike Bomba X Ic [release_year] 2017 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] China [shoe_shaft_style] Low Top [shoe_width] M [theme] 3D [upper_material] Mesh [pattern] Geometric [insole_material] Foam [occasion] Activewear, Casual [customized] No",0.223,https://matchingdashboard.vip.ebay.com/?itemId=235391000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=11053388032
495,235391000000,,11053388032,nickname,['Obsidian White'],0.7,0.63,0.34,"[TITLE_TXT] Mens Nike Bomba Indoor Soccer Shoes Sz 13 [brand] Nike [style_code] 826485-414 [color] Multicolor [department] Men [model] Nike Bomba X IC [nickname] Obsidian White [performance/activity] Football, Racing, CrossFit, Cross Training, Running & Jogging, School, Soccer, Walking, Gym & Training [product_line] Nike Bomba X Ic [release_year] 2017 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] China [shoe_shaft_style] Low Top [shoe_width] M [theme] 3D [upper_material] Mesh [pattern] Geometric [insole_material] Foam [occasion] Activewear, Casual [customized] No",0.076,https://matchingdashboard.vip.ebay.com/?itemId=235391000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=11053388032
496,235515000000,,17053393460,style_code,['705190-010'],0.95,0.3,0.94,[TITLE_TXT] Mens  NIKE  STEFAN JANOSKI ZoomAir Wolf Grey Canvas Lace-up Sneakers Size 10.5 [brand] Nike [style_code] 705190-010 [color] Gray [department] Men [model] Nike Stefan Janoski [product_line] Nike SB [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up,0.644,https://matchingdashboard.vip.ebay.com/?itemId=235515000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=17053393460
497,235515000000,,17053393460,manufacturer_color,['Wolf Grey/White/Cool Grey/Black'],0.57,0.3,0.46,[TITLE_TXT] Mens  NIKE  STEFAN JANOSKI ZoomAir Wolf Grey Canvas Lace-up Sneakers Size 10.5 [brand] Nike [color] Gray [manufacturer_color] Wolf Grey/White/Cool Grey/Black [department] Men [model] Nike Stefan Janoski [product_line] Nike SB [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up,0.265,https://matchingdashboard.vip.ebay.com/?itemId=235515000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=17053393460
498,235515000000,,17053393460,nickname,['Grey Camo'],0.63,0.3,0.7,[TITLE_TXT] Mens  NIKE  STEFAN JANOSKI ZoomAir Wolf Grey Canvas Lace-up Sneakers Size 10.5 [brand] Nike [color] Gray [department] Men [model] Nike Stefan Janoski [nickname] Grey Camo [product_line] Nike SB [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up,0.329,https://matchingdashboard.vip.ebay.com/?itemId=235515000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=17053393460
499,235515000000,,17053393460,upper_material,['Canvas'],0.3,0.3,0.29,[TITLE_TXT] Mens  NIKE  STEFAN JANOSKI ZoomAir Wolf Grey Canvas Lace-up Sneakers Size 10.5 [brand] Nike [color] Gray [department] Men [model] Nike Stefan Janoski [product_line] Nike SB [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [upper_material] Canvas,0,https://matchingdashboard.vip.ebay.com/?itemId=235515000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=17053393460
500,235580000000,,7053401044,manufacturer_color,['Black'],0.12,0.11,0.01,[TITLE_TXT] Reebok Classic 059503 Men Black Lace Up Low Top Leather Tennis Shoes Sz US 10.5 [brand] Reebok [style_code] 059503 [color] Black [manufacturer_color] Black [department] Men [model] Reebok Classic 059503 [nickname] Lace [performance/activity] Tennis [product_line] Reebok Classic [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [country/region_of_manufacture] Vietnam [shoe_shaft_style] Low Top [shoe_width] Standard [theme] Outdoor [upper_material] Leather [pattern] Solid [occasion] Casual [outsole_material] Rubber [customized] No,0.012,https://matchingdashboard.vip.ebay.com/?itemId=235580000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053401044
501,235649089212,535929432381,23061581666,style_code,['59-98904'],0.94,0.46,0.96,[TITLE_TXT] On Cloud 5 Women Running Shoes Black and White - New 8 [brand] On [style_code] 59-98904 [color] Black and White [department] Women [model] Cloud 5 [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Colorful,0.479,https://matchingdashboard.vip.ebay.com/?itemId=235649089212&var=535929432381,https://matchingdashboard.vip.ebay.com/getProduct?epid=23061581666
502,235649089212,535929432381,23061581666,manufacturer_color,['Black/White'],0.55,0.46,0.37,[TITLE_TXT] On Cloud 5 Women Running Shoes Black and White - New 8 [brand] On [color] Black and White [manufacturer_color] Black/White [department] Women [model] Cloud 5 [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Colorful,0.091,https://matchingdashboard.vip.ebay.com/?itemId=235649089212&var=535929432381,https://matchingdashboard.vip.ebay.com/getProduct?epid=23061581666
503,235649089212,535929432381,23061581666,nickname,['Black White'],0.55,0.46,0.43,[TITLE_TXT] On Cloud 5 Women Running Shoes Black and White - New 8 [brand] On [color] Black and White [department] Women [model] Cloud 5 [nickname] Black White [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Colorful,0.086,https://matchingdashboard.vip.ebay.com/?itemId=235649089212&var=535929432381,https://matchingdashboard.vip.ebay.com/getProduct?epid=23061581666
504,235649089212,535929432381,23061581666,upper_material,['Mesh'],0.52,0.46,0.47,[TITLE_TXT] On Cloud 5 Women Running Shoes Black and White - New 8 [brand] On [color] Black and White [department] Women [model] Cloud 5 [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Colorful [upper_material] Mesh,0.055,https://matchingdashboard.vip.ebay.com/?itemId=235649089212&var=535929432381,https://matchingdashboard.vip.ebay.com/getProduct?epid=23061581666
505,235649089212,535929432382,23061581666,style_code,['59-98904'],0.95,0.49,0.97,[TITLE_TXT] On Cloud 5 Women Running Shoes Black and White - New 8.5 [brand] On [style_code] 59-98904 [color] Black and White [department] Women [model] Cloud 5 [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Colorful,0.464,https://matchingdashboard.vip.ebay.com/?itemId=235649089212&var=535929432382,https://matchingdashboard.vip.ebay.com/getProduct?epid=23061581666
506,235649089212,535929432382,23061581666,manufacturer_color,['Black/White'],0.52,0.49,0.37,[TITLE_TXT] On Cloud 5 Women Running Shoes Black and White - New 8.5 [brand] On [color] Black and White [manufacturer_color] Black/White [department] Women [model] Cloud 5 [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Colorful,0.033,https://matchingdashboard.vip.ebay.com/?itemId=235649089212&var=535929432382,https://matchingdashboard.vip.ebay.com/getProduct?epid=23061581666
507,235649089212,535929432382,23061581666,nickname,['Black White'],0.55,0.49,0.45,[TITLE_TXT] On Cloud 5 Women Running Shoes Black and White - New 8.5 [brand] On [color] Black and White [department] Women [model] Cloud 5 [nickname] Black White [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Colorful,0.066,https://matchingdashboard.vip.ebay.com/?itemId=235649089212&var=535929432382,https://matchingdashboard.vip.ebay.com/getProduct?epid=23061581666
508,235649089212,535929432382,23061581666,upper_material,['Mesh'],0.58,0.49,0.58,[TITLE_TXT] On Cloud 5 Women Running Shoes Black and White - New 8.5 [brand] On [color] Black and White [department] Women [model] Cloud 5 [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Colorful [upper_material] Mesh,0.09,https://matchingdashboard.vip.ebay.com/?itemId=235649089212&var=535929432382,https://matchingdashboard.vip.ebay.com/getProduct?epid=23061581666
509,235651000000,,3053395655,style_code,['GW5021'],0.99,0.47,0.98,[TITLE_TXT] bad bunny forum black [brand] adidas [style_code] GW5021 [collaboration] Bad Bunny [color] Black [department] Men [model] bad bunny forum [product_line] Forum [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.519,https://matchingdashboard.vip.ebay.com/?itemId=235651000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=3053395655
510,235651000000,,3053395655,manufacturer_color,['Core Black/Core Black/Core Black'],0.48,0.47,0.1,[TITLE_TXT] bad bunny forum black [brand] adidas [collaboration] Bad Bunny [color] Black [manufacturer_color] Core Black/Core Black/Core Black [department] Men [model] bad bunny forum [product_line] Forum [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.009,https://matchingdashboard.vip.ebay.com/?itemId=235651000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=3053395655
511,235651000000,,3053395655,nickname,['Back To School'],0.62,0.47,0.22,[TITLE_TXT] bad bunny forum black [brand] adidas [collaboration] Bad Bunny [color] Black [department] Men [model] bad bunny forum [nickname] Back To School [product_line] Forum [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.148,https://matchingdashboard.vip.ebay.com/?itemId=235651000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=3053395655
512,235651000000,,3053395655,shoe_shaft_style,['Low Top'],0.49,0.47,0.12,[TITLE_TXT] bad bunny forum black [brand] adidas [collaboration] Bad Bunny [color] Black [department] Men [model] bad bunny forum [product_line] Forum [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.027,https://matchingdashboard.vip.ebay.com/?itemId=235651000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=3053395655
513,235651000000,,3053395655,upper_material,['Suede'],0.5,0.47,0.11,[TITLE_TXT] bad bunny forum black [brand] adidas [collaboration] Bad Bunny [color] Black [department] Men [model] bad bunny forum [product_line] Forum [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [upper_material] Suede,0.034,https://matchingdashboard.vip.ebay.com/?itemId=235651000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=3053395655
